"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(BNB)","Value_OUT(BNB)","CurrentValue @ $592.76/BNB","TxnFee(BNB)","TxnFee(USD)","Historical $Price/BNB","Status","ErrCode"
"0x68ba3c651b57d1d676cc609ce95affbfcb2a348780c6515aee3c3e4225e823ee","6989994","1619708118","2021-04-29 14:55:18","0x985fdbcb45411889e539abff1dc0073a5d305038","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.1","0","59.276","0.000105","0.0622398","600.65","","",""
"0x0016064fe82a778e839a23efc859fc71002c2f53c9f3b4884a5e3b403dbe105b","6990001","1619708139","2021-04-29 14:55:39","0xaf6fea6eef9d831b829ed85f59a825edd9bce92d","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.02","0","11.8552","0.000105","0.0622398","600.65","","",""
"0x2f4d5d6b857fcf4699c7a47ee4c161455d5dedcc7f823a9b138c65208649535a","6990032","1619708232","2021-04-29 14:57:12","0xaf6fea6eef9d831b829ed85f59a825edd9bce92d","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.1","0","59.276","0.000105","0.0622398","600.65","","",""
"0x6d0064c713fd690a349b377bb6c7ce8c3980d3a69b1bc68936129f46753e9df5","6990084","1619708388","2021-04-29 14:59:48","0x657ecc322c7f74ef8a838dd45529ff16ec674010","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.02","0","11.8552","0.000105","0.0622398","600.65","","",""
"0xb84bac4c7ecde9dba9cd867f07f73c0e8d025e46e99e2f6a4cda3196ea0f880d","6990098","1619708430","2021-04-29 15:00:30","0x0011888b0ce1ec8caef6ac85d388cca9afa0c284","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.02","0","11.8552","0.000105","0.0622398","600.65","","",""
"0x70ba873efe9b2a7612a4ee8cde2edb6f1d37b6da3aae0ee432cbd5763ad2747d","6990131","1619708529","2021-04-29 15:02:09","0xf01dd015bc442d872275a79b9cae84a6ff9b2a27","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","1","0","592.76","0.000105","0.0622398","600.65","","",""
"0xdbe4db22004b99204ae6acc55f7e0174a053e883adbe8cae21f97fd8de233e02","6990217","1619708787","2021-04-29 15:06:27","0x486f017a0ffe9cb57dd9f0a262d80699e8347bee","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.015","0","8.8914","0.000105","0.0622398","600.65","","",""
"0xa1debe7038cf7725b6cf1ab074e60f999dc4cdd7a3f98608e4933e904013865f","6990222","1619708802","2021-04-29 15:06:42","0x4a6166b58fdf7f09a3ac937d3069ad7c1ea5fcd5","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0xb175036268feb2bfd0c7640141845069d5b8d0db96507f625fdd3227774b2352","6990238","1619708850","2021-04-29 15:07:30","0x7512dd40cc0e556d4f7d65255b8a0c3a1aa37a29","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x73fe96357f267e0b0fcf46d1c8c1819e1f72d9bb5b2dafab4c2f0bb36d520119","6990289","1619709004","2021-04-29 15:10:04","0xefb31ce97402b21cf9be17eeb3a142c76f15013a","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x5b9df3295ddcdc5563e99ac7f652bf3edcd03ba3b54333b7ccfd27a2c37e74d1","6990302","1619709043","2021-04-29 15:10:43","0x2fb97b840dec694669d9a2ff7c693c81599d924b","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.05","0","29.638","0.000105","0.0622398","600.65","","",""
"0x025771863c7b72c652b81f072c389882928f7e4fde4a5a71084624bff82353dc","6990315","1619709082","2021-04-29 15:11:22","0xefb31ce97402b21cf9be17eeb3a142c76f15013a","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.011","0","6.52036","0.000105","0.0622398","600.65","","",""
"0xbf79f9817857649173b7b4f7f6974a68f3ef614d774fd3d611bcc2bbdf0eed25","6990373","1619709256","2021-04-29 15:14:16","0xfaa9fd4bc6c0c4f79a80802caa24c587d3f1f420","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.1","0","59.276","0.000105","0.0622398","600.65","","",""
"0xfd484be7f0a0fb55c9a9a5fba9397098d80950e512521c7f293fb9ee8f4bbdd0","6990415","1619709382","2021-04-29 15:16:22","0x7ff47f1097c85f66db8b6e967fed773e1ab1b8f9","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.1","0","59.276","0.000105","0.0622398","600.65","","",""
"0xabe04aec6c5dbb41ad39a2cab16abd9811f0c905788a95050fbf8d24b121e981","6990421","1619709400","2021-04-29 15:16:40","0xcaf76ca5cf79510f7928eee79efeb92372957c10","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.5","0","296.38","0.000105","0.0622398","600.65","","",""
"0xc71c4070066124d5f66c68036a06d757dc771cd1b395312fd9560b1bf2de5cd5","6990422","1619709403","2021-04-29 15:16:43","0xb88802fa65737c6b41d416a52446d36e2dfb4c30","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.1","0","59.276","0.000105","0.0622398","600.65","","",""
"0x12efeed07c76edc9693e19f60ecc4ea59082ec2ec685cfcc1926d5da3b2bd436","6990430","1619709427","2021-04-29 15:17:07","0xc18eb02b247f861468551bcad9f07d64a5e5d51f","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.25","0","148.19","0.000105","0.0622398","600.65","","",""
"0x427bb55757993d5a4d0f80ed755f283bda65d6a6ef94a13999fe1ef77559c9d3","6990432","1619709433","2021-04-29 15:17:13","0x679382d91c23aa87cc4ea2e37751a58d64979dd6","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0xc92ebd3ba69ac451ebde6ff30204f00a4c90245b40d731dcf2a1bd024a35c072","6990449","1619709484","2021-04-29 15:18:04","0xc18eb02b247f861468551bcad9f07d64a5e5d51f","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.1","0","59.276","0.000105","0.0622398","600.65","","",""
"0x9608c08d279d41177741c94e9e3a03729d8143a26de3baba6eb52670a6e378bf","6990470","1619709547","2021-04-29 15:19:07","0xc18eb02b247f861468551bcad9f07d64a5e5d51f","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.1","0","59.276","0.000105","0.0622398","600.65","","",""
"0x57bf022717f438d996246204116822013e54769fa85837ca81f80b27f342e36f","6990521","1619709700","2021-04-29 15:21:40","0xefb31ce97402b21cf9be17eeb3a142c76f15013a","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x3d4d02c18616109890e286d7761def7dc1beda0c664a62ae90a4dd4a31c1c6b3","6990532","1619709733","2021-04-29 15:22:13","0xefb31ce97402b21cf9be17eeb3a142c76f15013a","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x4908e502b973eb307ed1405c5c4fb8da117a54805350175106bf393fa85c1d5f","6990548","1619709781","2021-04-29 15:23:01","0x964691df621c6cd11be466f2bc0cacde98ebb464","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.099","0","58.68324","0.000105","0.0622398","600.65","","",""
"0x542d5cbdba3da34ebb4b531a8e7bf228c572be5c49ab6411c652bbec169ffef9","6990580","1619709877","2021-04-29 15:24:37","0x2b6fbd1d6e10895b25b2c3741cad3ce1a0e617fe","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x4afcf47b4abfb632f1e7748f85401a9adde8b4a864e534ab5077e3e289095276","6990625","1619710012","2021-04-29 15:26:52","0xd74b7046ae3f892a5655f30194f5be8b3289561a","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.019895","0","11.7929602","0.000105","0.0622398","600.65","","",""
"0xa563cd03319dd434ba8b053643bb8f8f981aaaf8d80fe48107e9e64dc1ccdb06","6990634","1619710039","2021-04-29 15:27:19","0x9537ad1fcb79e3f9738f607700f14f53db89d9f7","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.04","0","23.7104","0.000105","0.0622398","600.65","","",""
"0x490df9ef8d54878f3aa3bca1e8406ed435df7a672abecd9aa7d12119a6ba8664","6990675","1619710162","2021-04-29 15:29:22","0x03d226f668ca49c1ce00eb200bbc20b8f712d2f5","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.44","0","260.8144","0.000105","0.0622398","600.65","","",""
"0x06a23b84feb98dcb1688b922b5627f6465c9aa385f18715b0e021aad548e733b","6990686","1619710195","2021-04-29 15:29:55","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","0x16dc457d0cd7e3c06529a39f9f97b24dd2994568","","0","0.05","29.638","0.000105","0.0622398","600.65","","",""
"0x7a17b21763b55d27aa50e4b2da0b7b8f7f31464e491a96272c8ebb7cf6dd4e06","6990695","1619710222","2021-04-29 15:30:22","0xfd9e3157ee540a353708233f66f14b5080aef791","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x51c2b18b40846f17dfbd8f2108c114221ed1fa1cf41f66fd5fdcaa0d47f981b8","6990749","1619710384","2021-04-29 15:33:04","0xee42bcd5428b8d19ba5342485a8bcd60098d4768","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x9e46a61906ce249e7e856743ed219196be4578584ee1f694f6d5dce7e2230ab0","6990772","1619710453","2021-04-29 15:34:13","0xd74b7046ae3f892a5655f30194f5be8b3289561a","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.18","0","106.6968","0.000105","0.0622398","600.65","","",""
"0x56145087d1078521f82a49e2c31c1d57615817ee2b39bff7362057db01565355","6990795","1619710522","2021-04-29 15:35:22","0xecfebb9b35c7c583fba592408b03336ce95786cd","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.097","0","57.49772","0.000105","0.0622398","600.65","","",""
"0x0cde1d03a1c6d3355ac97a70c6c17c3472fa34b4d6f937b1624e9da42a362317","6990808","1619710561","2021-04-29 15:36:01","0xcaec09a3332c6f64797335993370ee250a821438","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.5","0","296.38","0.000105","0.0622398","600.65","","",""
"0x45e6dd198cc94af67be01952da94514ad6ba9b59f47a40ca1aea9c97c485a769","6990809","1619710564","2021-04-29 15:36:04","0xf5015ddc079e8cea816d0d3b34fa8885d7d1c826","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.15","0","88.914","0.0105","6.22398","600.65","","",""
"0x3d34f2126fa5269ebbfa731aa9543f051ef9ac20b74da70f095d831f1ee2235f","6990937","1619710948","2021-04-29 15:42:28","0x679382d91c23aa87cc4ea2e37751a58d64979dd6","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x086ab5e928516b466c5d19a485f2aabed4ab55cb816d9cbbcf03f3a78c5adbe9","6991632","1619713094","2021-04-29 16:18:14","0x69408a3268daeb6bb41ff3fe211f7fbccb3edbe5","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","600.65","","",""
"0x0c57284c893ac5798b2a6be629d4c84aecfeb174854576dd1145842136a130a3","6991716","1619713346","2021-04-29 16:22:26","0xc18eb02b247f861468551bcad9f07d64a5e5d51f","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.02","0","11.8552","0.000105","0.0622398","600.65","","",""
"0x461d13b4f92ace31bde14d8e68ac02754a58d5dfbbcec651e8764d896b2d9ec4","6991738","1619713412","2021-04-29 16:23:32","0x0cf0abe8478817d6dba4bb93cdb7b87ad07c477b","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.1","0","59.276","0.000105","0.0622398","600.65","","",""
"0xd64633c555ab116f11abf744976f3131d442b226e4c2b113b4dbd3dd8716041a","6991873","1619713817","2021-04-29 16:30:17","0x679382d91c23aa87cc4ea2e37751a58d64979dd6","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.08","0","47.4208","0.000105","0.0622398","600.65","","",""
"0xbacfd217d4a86f07251abb08dcb151dceb5e9d1fe5ed13af05586f166172b84e","6992617","1619716049","2021-04-29 17:07:29","0xe16e0ad61b53ed1eac1b295642b87b5f7c3dd1ff","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.2","0","118.552","0.000105","0.0622398","600.65","","",""
"0xaafe475e6592dcb09d8c0d0d81c8f602d277e68d2bebaec79c0298d014eae609","6992619","1619716055","2021-04-29 17:07:35","0xe16e0ad61b53ed1eac1b295642b87b5f7c3dd1ff","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.2","0","118.552","0.000105","0.0622398","600.65","","",""
"0xf1045b1e5c2949cd2f5421cff47d45a345ece9067af9e584c465e785d3069e12","7001288","1619742387","2021-04-30 00:26:27","0x7d28ae69425b02f4ecc9c7391b45d444e55ed439","0x41d10b48d99f49f1573769e1308f1a76ee5472b0","","0.01","0","5.9276","0.000105","0.0622398","","","",""
